playerID,yearID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,awardID,set
cimbead01,2018,AL,P,28,0,60,1,7,0,1,false,train
culbech01,2019,NL,1B,10,1,106,28,3,1,7,false,train
ugglada01,2013,NL,2B,133,130,3485,247,334,14,81,false,train
judgeaa01,2019,AL,OF,92,90,2326,177,7,0,0,false,train
bakerbr01,2023,AL,P,46,0,135,1,1,0,0,false,test
beckhgo01,2017,AL,2B,5,0,30,5,5,0,4,false,train
muncyma01,2018,NL,3B,38,30,815,9,60,7,3,false,train
chiselo01,2015,AL,OF,51,40,1063,87,5,1,2,false,train
kershcl01,2019,NL,P,29,28,535,3,23,0,1,false,train
hoskirh01,2017,NL,OF,30,29,712,44,2,1,0,false,train
youngde03,2015,AL,OF,42,39,1001,62,8,2,0,false,train
woodbl01,2017,NL,P,55,0,172,8,7,0,0,false,train
marmojo01,2021,AL,OF,13,13,294,17,1,0,1,false,train
putkolu01,2014,AL,P,2,0,8,1,0,0,0,false,train
ortka01,2021,AL,P,1,0,1,0,0,0,0,false,train
browntr01,2016,NL,3B,1,0,3,0,0,0,0,false,train
narvech01,2016,NL,P,6,0,25,0,1,0,0,false,train
hansoal01,2016,NL,2B,8,5,140,13,11,2,6,false,train
camerda01,2022,AL,OF,20,19,503,45,1,0,1,false,train
escobed01,2023,NL,3B,29,25,645,16,52,3,4,false,test
widenta01,2022,NL,P,14,0,52,1,0,0,0,false,train
utleych01,2014,NL,2B,147,147,3965,292,423,11,87,false,train
bryankr01,2016,NL,SS,1,0,3,0,0,0,0,false,train
valdefr01,2018,AL,P,8,5,111,2,7,0,1,false,train
sanchhe01,2017,NL,1B,6,2,75,21,2,1,2,false,train
ynoami01,2017,AL,P,22,0,87,0,3,0,0,false,train
spangco01,2018,NL,OF,5,5,105,4,0,0,0,false,train
inciaen01,2018,NL,OF,155,151,4023,380,6,5,3,false,train
vazquch01,2023,AL,2B,2,0,10,0,0,0,0,false,test
overbly01,2013,AL,1B,130,114,3093,933,67,4,93,false,train
pearcst01,2019,AL,OF,4,3,105,3,1,0,1,false,train
dominma01,2014,AL,3B,153,147,3908,109,278,11,22,false,train
pomerdr01,2017,AL,P,32,32,521,2,15,3,4,false,train
barriyh01,2015,NL,P,5,0,20,0,1,0,0,false,train
sherfji01,2018,NL,P,15,0,49,0,2,0,0,false,train
vendipa01,2016,AL,P,15,0,66,0,3,0,1,false,train
kinslia01,2019,NL,P,1,0,3,0,0,0,0,false,train
rodried05,2018,AL,P,27,23,389,1,11,0,0,false,train
tellero01,2023,NL,1B,76,62,1710,468,49,2,46,false,test
smithjo09,2022,AL,3B,36,32,863,22,72,1,8,false,train
tauchmi01,2018,NL,OF,9,6,172,9,0,0,0,false,train
rodried05,2022,AL,P,17,17,273,4,7,2,1,false,train
viladry01,2021,NL,OF,2,2,48,3,0,0,0,false,train
staufti01,2015,NL,P,5,0,17,0,1,0,1,false,train
hearnta01,2022,AL,P,31,13,300,2,3,2,0,false,train
doolise01,2016,AL,P,44,0,117,0,6,0,0,false,train
knebeco01,2022,NL,P,46,0,134,4,7,0,0,false,train
pagnoma01,2014,NL,C,1,0,3,2,0,0,0,false,train
bonifjo01,2019,AL,OF,5,5,123,11,0,0,0,false,train
biggica01,2022,AL,2B,49,36,961,58,95,2,22,false,train
avilaal01,2021,NL,C,27,27,696,235,9,1,3,false,train
riosed01,2021,NL,1B,10,5,166,50,6,0,3,false,train
millebr02,2023,AL,3B,1,0,6,1,0,0,0,false,test
lucchjo01,2020,NL,P,3,2,17,0,1,1,0,false,train
grillja01,2014,AL,P,40,0,101,1,6,0,1,false,train
delmoni01,2018,AL,OF,76,68,1738,121,5,4,1,false,train
smithdr01,2021,NL,P,31,1,124,2,1,0,1,false,train
davidtu01,2020,NL,P,1,1,5,0,0,0,0,false,train
jacksau01,2018,NL,OF,94,83,2220,196,1,4,0,false,train
bournmi01,2013,AL,OF,128,124,3295,272,6,3,2,false,train
morelmi01,2021,AL,P,1,0,3,0,0,0,0,false,train
mantijo01,2021,NL,P,57,0,119,2,6,0,1,false,train
anderti01,2022,AL,SS,79,79,2073,99,203,12,38,false,train
diazya01,2021,AL,2B,1,0,3,0,0,0,0,false,train
cabremi01,2014,AL,3B,10,8,208,6,13,1,2,false,train
apostsh01,2020,AL,3B,2,2,24,1,0,1,0,false,train
realmjt01,2020,NL,C,36,35,873,296,8,2,3,false,train
bednada01,2023,NL,P,66,0,202,1,9,1,1,false,test
walketa01,2023,NL,P,31,31,518,10,23,0,1,false,test
fulmemi01,2020,AL,P,10,10,83,2,3,0,2,false,train
hamilbi02,2019,AL,OF,90,80,2149,198,3,0,0,false,train
cabreev01,2014,NL,SS,90,90,2412,126,254,13,47,false,train
colonch01,2014,AL,2B,11,7,210,15,26,0,4,false,train
moustmi01,2013,AL,3B,134,126,3389,114,210,16,19,false,train
freemmi01,2017,AL,3B,2,2,48,1,3,0,0,false,train
correca01,2023,AL,SS,135,134,3433,166,278,6,56,false,test
buterdr01,2015,AL,1B,8,1,72,18,4,0,0,false,train
suterbr01,2022,NL,P,54,0,200,2,9,1,0,false,train
moncayo01,2023,AL,3B,90,87,2283,60,138,6,13,false,test
mayayu01,2013,NL,P,1,0,1,0,0,0,0,false,train
montafr01,2021,AL,P,32,32,561,10,17,1,2,false,train
krolia01,2015,AL,P,33,0,84,0,4,1,1,false,train
velasvi01,2020,NL,P,9,7,102,1,8,1,0,false,train
albieoz01,2017,NL,2B,57,57,1492,92,140,3,34,false,train
lowejo01,2023,AL,OF,118,99,2645,185,5,2,1,false,test
walshja01,2023,AL,OF,9,9,225,21,0,0,0,false,test
noonani01,2013,NL,SS,1,0,6,0,0,0,0,false,train
preslal01,2016,NL,OF,28,25,668,55,1,1,0,false,train
defraju01,2015,NL,P,61,0,240,10,3,2,1,false,train
shuckja01,2019,NL,OF,18,10,336,24,0,0,0,false,train
rivasal01,2021,NL,1B,5,3,84,28,1,0,5,false,train
goodrni01,2018,AL,OF,19,17,452,33,0,1,0,false,train
gennesc01,2018,NL,2B,142,140,3630,280,374,11,101,false,train
tejadru01,2015,NL,2B,13,11,294,14,32,0,8,false,train
andujmi01,2023,NL,OF,19,15,378,34,1,0,0,false,test
ortegra01,2019,NL,OF,27,18,588,37,0,0,0,false,train
johnsch05,2015,AL,3B,4,4,105,0,6,0,0,false,train
zagunma01,2019,NL,OF,8,6,141,7,0,1,0,false,train
weeksri01,2016,NL,OF,38,26,647,36,2,3,0,false,train
rengilu01,2019,AL,2B,104,90,2456,165,218,9,58,false,train
weaveje02,2013,AL,P,24,24,463,6,5,1,1,false,train
neusesh01,2021,NL,3B,8,3,102,2,8,0,0,false,train
palacjo01,2021,AL,OF,12,11,275,14,1,0,0,false,train
muncyma01,2019,NL,2B,70,62,1561,75,138,6,38,false,train
fernaju01,2021,NL,P,18,0,62,0,2,0,0,false,train
bouchse01,2022,NL,OF,26,25,655,53,0,0,0,false,train
vestwi01,2023,AL,P,48,4,145,1,5,0,0,false,test
hernaen02,2015,NL,3B,1,1,24,0,0,0,0,false,train
alvaryo01,2019,AL,OF,10,9,198,9,1,1,0,false,train
drurybr01,2018,AL,1B,2,2,48,8,1,0,0,false,train
lobstky01,2016,NL,P,14,0,75,1,4,0,0,false,train
leitema02,2018,AL,P,8,0,20,0,1,0,0,false,train
mossbr01,2013,AL,3B,2,0,12,0,0,0,0,false,train
paganem01,2023,AL,P,66,1,208,0,9,0,1,false,test
mizeca01,2021,AL,P,30,30,451,9,17,1,1,false,train
rojasmi02,2016,NL,3B,16,1,129,1,10,0,1,false,train
castrha01,2020,AL,3B,4,2,51,2,3,0,0,false,train
vothau01,2018,NL,P,4,2,37,1,1,0,0,false,train
lowebr01,2023,AL,2B,105,98,2590,158,230,8,51,false,test
calixor01,2015,AL,SS,1,0,12,0,2,0,0,false,train
wongke01,2019,AL,2B,3,2,69,4,7,0,2,false,train
estrama01,2015,AL,P,34,28,543,10,8,1,0,false,train
chavimi01,2022,NL,2B,14,7,195,12,12,0,3,false,train
stratch01,2018,NL,P,28,26,435,11,13,2,1,false,train
gonzaca01,2013,NL,OF,106,99,2571,172,11,3,0,false,train
fieldth01,2013,AL,3B,3,1,43,1,2,0,0,false,train
hugheja02,2015,NL,P,76,0,201,4,15,1,0,false,train
strasst01,2014,NL,P,34,34,645,13,25,4,2,false,train
claudal01,2015,AL,P,18,0,47,2,4,0,1,false,train
reyesfr01,2019,AL,OF,3,3,48,4,0,0,0,false,train
pederjo01,2022,NL,OF,114,96,2337,137,2,2,0,false,train
ankieri01,2013,AL,OF,22,16,464,42,3,2,0,false,train
kenneia01,2013,NL,P,31,31,544,7,20,0,1,false,train
davidma02,2018,AL,3B,14,12,322,15,22,2,5,false,train
sotoge01,2016,AL,3B,1,0,3,0,1,0,0,false,train
obrieri01,2022,AL,P,1,0,3,0,0,0,0,false,train
arciaor01,2022,NL,2B,50,43,1196,60,127,4,26,false,train
gennesc01,2016,NL,2B,127,121,3186,206,344,14,73,false,train
castrro01,2022,NL,2B,32,28,708,57,84,5,19,false,train
mazeipa01,2022,NL,C,22,18,485,158,4,1,1,false,train
mulleco01,2016,AL,P,3,0,9,0,0,0,0,false,train
gonzama01,2019,AL,2B,2,2,54,8,3,0,0,false,train
straury01,2015,AL,OF,19,14,384,21,1,1,1,false,train
davisjd01,2018,AL,OF,5,3,78,5,1,0,0,false,train
holadbr01,2016,AL,P,1,0,4,0,0,0,0,false,train
vogtst01,2014,AL,OF,18,14,355,21,0,0,0,false,train
hernaca04,2023,AL,P,67,4,210,0,6,0,0,false,test
uriaslu01,2021,NL,SS,68,59,1607,61,139,14,23,false,train
kellydo01,2013,AL,3B,22,7,294,8,17,0,2,false,train
smithri01,2020,NL,P,6,0,55,1,2,0,0,false,train
smithdo02,2018,NL,OF,13,10,270,13,0,1,0,false,train
solarya01,2014,NL,3B,45,41,1093,23,50,4,10,false,train
galvifr01,2015,NL,2B,4,3,86,9,11,0,3,false,train
urenari01,2018,AL,SS,20,15,406,16,35,3,6,false,train
youngmi02,2013,NL,3B,107,104,2672,58,175,10,13,false,train
alforan01,2017,AL,OF,4,2,60,4,0,0,0,false,train
wendejb01,2016,AL,P,8,0,38,0,0,0,0,false,train
moustmi01,2017,AL,3B,127,127,3279,74,226,12,17,false,train
cimbead01,2021,AL,P,39,0,112,1,5,2,0,false,train
gombeau01,2020,NL,P,14,4,87,0,2,0,0,false,train
thameer01,2019,NL,OF,12,6,183,10,1,0,0,false,train
hildetr01,2018,AL,P,73,0,219,4,15,0,0,false,train
matoslu02,2023,NL,OF,86,64,1744,114,4,3,2,false,test
alexasc01,2016,AL,P,17,0,57,1,2,1,1,false,train
obriepe04,2015,NL,OF,3,1,48,1,0,0,0,false,train
criswco01,2022,AL,P,1,1,10,0,0,0,0,false,train
matonph01,2019,NL,P,21,0,73,5,2,1,0,false,train
boxbebr01,2021,NL,P,71,0,194,4,4,1,0,false,train
storedr01,2017,NL,P,58,0,164,2,5,0,1,false,train
varshda01,2023,AL,OF,181,141,3840,312,10,1,2,false,test
keuchda01,2016,AL,P,26,26,504,5,27,0,2,true,train
wadety01,2022,AL,2B,31,23,576,43,47,2,9,false,train
wendljo01,2022,NL,3B,43,37,914,19,65,4,10,false,train
bellico01,2021,NL,OF,91,77,2143,172,1,2,0,false,train
zamorda01,2021,AL,P,4,0,13,1,0,0,0,false,train
farmebu01,2023,NL,P,71,0,225,3,7,0,1,false,test
torkesp01,2022,AL,1B,109,105,2775,805,51,2,76,false,train
mujiced01,2015,AL,P,49,0,142,1,10,2,2,false,train
bensowi01,2022,AL,OF,20,13,372,29,0,1,0,false,train
kalisry01,2014,NL,OF,38,27,712,55,0,1,0,false,train
gordoal01,2015,AL,OF,101,100,2594,193,4,0,1,false,train
goldbbr01,2017,AL,P,11,0,36,0,2,0,0,false,train
helslry01,2020,NL,P,12,0,36,0,0,0,0,false,train
paredji01,2016,NL,2B,1,0,9,1,0,0,0,false,train
elderbr01,2022,NL,P,10,9,162,3,4,0,1,false,train
zimmebr01,2019,AL,OF,5,2,66,5,0,0,0,false,train
negrokr01,2019,AL,OF,9,7,192,14,0,0,0,false,train
couloda01,2021,AL,P,29,1,103,0,6,0,0,false,train
longoev01,2018,NL,3B,123,120,3153,72,213,15,25,false,train
millebr02,2020,NL,SS,2,1,24,1,2,0,1,false,train
herriti01,2023,AL,P,23,0,83,0,3,1,0,false,test
owingch01,2022,AL,2B,11,10,246,17,22,0,11,false,train
zimmery01,2018,NL,1B,73,72,1861,538,39,2,41,false,train
pradoma01,2013,NL,3B,113,95,2644,60,202,6,21,false,train
senzeni01,2021,NL,2B,8,6,137,6,8,2,0,false,train
megiltr01,2021,NL,P,28,0,71,0,4,1,1,false,train
waddebr01,2021,AL,P,5,0,15,0,0,0,0,false,train
holadbr01,2016,AL,C,40,35,944,219,19,1,5,false,train
aguilje01,2020,NL,1B,31,31,783,243,20,3,36,false,train
watkisp01,2022,AL,P,23,20,316,6,6,2,0,false,train
balazjo02,2023,AL,P,18,0,73,2,0,0,0,false,test
meadopa01,2023,AL,OF,36,35,947,88,0,0,0,false,test
nevinty01,2021,AL,1B,2,2,42,6,0,1,0,false,train
gibauia01,2022,NL,P,33,0,104,2,1,0,0,false,train
chapmar01,2018,AL,P,55,0,154,0,5,0,0,false,train
murphda08,2015,NL,3B,42,41,1056,16,71,6,5,false,train
wilsobo02,2014,NL,C,2,1,30,10,1,0,0,false,train
ohtansh01,2018,AL,P,10,10,155,1,6,0,1,false,train
bettsmo01,2019,AL,OF,143,142,3820,320,10,2,0,false,train
cishest01,2018,NL,P,80,0,211,5,8,1,1,false,train
beltbr01,2023,AL,1B,29,28,728,197,7,1,16,false,test
morelmi01,2016,AL,1B,139,118,3242,1036,65,2,138,true,train
wardta01,2023,AL,1B,1,0,9,1,0,0,0,false,test
dovalca01,2021,NL,P,29,0,81,0,3,0,0,false,train
medervi01,2023,AL,P,3,0,9,0,0,0,0,false,test
keuchda01,2018,AL,P,34,34,614,14,27,0,1,true,train
paulsbe01,2014,NL,1B,15,10,298,110,8,0,7,false,train
shaffri01,2016,AL,3B,4,1,44,4,0,0,0,false,train
rossjo01,2018,NL,P,3,3,48,3,2,0,1,false,train
bradlar01,2020,NL,P,16,0,55,1,2,0,0,false,train
gibsoky01,2015,AL,P,32,32,584,16,27,1,3,false,train
mortoch02,2015,NL,P,23,23,387,9,16,2,1,false,train
raburry01,2017,NL,OF,22,14,377,15,2,0,0,false,train
rufda01,2013,NL,OF,47,42,1102,74,4,0,0,false,train
solarya01,2016,NL,2B,15,12,291,20,34,2,8,false,train
solando01,2014,NL,3B,2,1,15,2,2,0,1,false,train
wingetr01,2023,AL,P,17,0,51,3,1,0,0,false,test
harrijo05,2017,NL,2B,83,79,1960,147,212,7,52,false,train
trevijo01,2019,AL,C,40,32,893,259,13,1,1,false,train
arroych01,2018,AL,3B,7,7,183,1,11,1,0,false,train
dubonma01,2022,NL,2B,1,1,18,1,1,0,0,false,train
strichu01,2019,AL,P,4,0,10,0,0,0,0,false,train
putkolu01,2013,AL,P,30,0,89,2,1,0,0,false,train
copelsc01,2015,AL,P,5,3,46,1,4,0,1,false,train
pompeda01,2014,AL,OF,11,10,270,17,0,0,0,false,train
lucased01,2013,NL,3B,61,56,1448,37,111,6,14,false,train
erlinro01,2015,NL,P,3,3,51,0,2,1,0,false,train
centeju01,2017,AL,C,22,15,422,151,8,2,1,false,train
florewi01,2020,NL,2B,14,14,336,19,35,0,9,false,train
ogandal01,2013,AL,P,23,18,313,9,12,0,1,false,train
machama01,2021,NL,3B,144,144,3715,94,261,13,34,false,train
turnetr01,2022,NL,SS,160,160,4160,174,334,16,54,false,train
lemahdj01,2023,AL,1B,56,50,1373,381,32,2,36,false,test
guthrda01,2022,NL,2B,1,0,3,1,1,0,1,false,train
ohtansh01,2020,AL,P,2,2,5,0,0,0,0,false,train
ramirha01,2013,NL,SS,76,75,1953,105,210,13,43,false,train
voitlu01,2018,NL,1B,3,2,51,15,4,0,1,false,train
gonzama01,2021,AL,3B,11,8,240,5,19,1,2,false,train
wilsoty01,2015,AL,P,9,5,108,2,4,0,1,false,train
bumgama01,2022,NL,P,30,30,476,2,11,0,3,false,train
eshelto01,2019,AL,P,10,4,108,2,2,1,0,false,train
fulmemi01,2023,NL,P,58,1,171,3,3,0,1,false,test
hernada03,2023,NL,P,4,0,11,0,0,0,0,false,test
adelljo01,2022,AL,OF,84,71,1769,139,5,5,1,false,train
kolarad01,2018,AL,P,31,0,103,6,5,1,1,false,train
stephro01,2023,NL,P,18,0,42,1,1,0,1,false,test
scholje01,2023,AL,P,26,11,255,4,8,0,1,false,test
krehbjo01,2018,NL,P,2,0,9,0,0,0,0,false,train
peterja01,2014,NL,2B,14,10,271,21,32,2,4,false,train
castima03,2023,AL,P,7,0,61,0,6,0,1,false,test
kershcl01,2014,NL,P,27,27,595,8,31,2,3,false,train
martile01,2019,AL,OF,65,65,1696,148,3,1,0,false,train
sierrma01,2021,NL,OF,77,43,1296,109,3,2,1,false,train
cingrto01,2017,NL,P,47,0,128,1,5,0,0,false,train
roberda08,2018,AL,P,69,0,209,6,5,1,0,false,train
smithwi04,2023,AL,P,60,0,172,1,4,0,0,false,test
menesjo01,2022,NL,1B,40,32,854,259,13,1,24,false,train
torreca01,2016,NL,P,72,0,247,7,11,0,0,false,train
luciama01,2023,NL,SS,13,12,319,16,29,1,9,false,test
carpmi01,2013,AL,OF,43,33,779,43,0,0,0,false,train
morrilo01,2013,NL,1B,79,78,2075,678,68,3,65,false,train
mcdonjo03,2014,AL,3B,73,10,596,16,48,2,5,false,train
clemeer01,2023,AL,SS,15,12,300,11,35,2,7,false,test
perezci01,2018,AL,P,8,0,34,0,0,0,0,false,train
ramoshe02,2022,NL,OF,8,7,174,12,0,0,0,false,train
chiriro01,2013,AL,C,3,3,81,22,0,0,0,false,train
olsonma02,2019,AL,1B,127,125,3362,1023,90,8,95,true,train
gonzaro01,2021,AL,P,1,0,1,0,0,0,0,false,train
uriasra01,2022,AL,SS,8,4,120,4,10,1,1,false,train
jewelja01,2021,NL,P,10,0,30,0,1,0,0,false,train
jonesno01,2023,NL,3B,1,1,24,0,4,0,1,false,test
penafr01,2015,AL,C,8,1,63,12,0,0,0,false,train
corbipa01,2019,NL,P,33,33,606,12,30,0,0,false,train
taylojo02,2021,AL,P,61,0,143,0,2,0,0,false,train
rojasmi02,2018,NL,3B,39,34,857,28,58,1,6,false,train
hoernni01,2020,NL,OF,2,1,24,2,0,0,0,false,train
bettsmo01,2016,AL,OF,157,157,4145,346,14,1,4,true,train
mcfartj01,2019,NL,P,51,0,168,5,17,1,1,false,train
gonzaer01,2020,NL,SS,38,36,926,32,79,5,22,false,train
maybica01,2020,AL,OF,12,12,288,22,0,1,0,false,train
gosseph01,2020,NL,3B,2,1,15,1,1,0,0,false,train
tomka01,2021,NL,OF,31,30,734,55,1,0,0,false,train
cabrege01,2022,NL,P,39,0,134,3,11,0,0,false,train
rosaram01,2022,AL,SS,140,139,3723,152,358,12,62,false,train
darnach01,2018,NL,1B,4,2,54,12,0,0,3,false,train
anderty01,2019,NL,P,5,5,62,2,1,0,0,false,train
wisdopa01,2019,AL,1B,5,4,107,23,2,1,3,false,train
fletcdo01,2023,NL,OF,30,24,658,64,4,1,1,false,test
rowlary01,2014,NL,P,6,0,22,0,0,1,0,false,train
milleji02,2014,AL,P,2,0,8,0,0,0,0,false,train
gosewtu01,2016,NL,C,31,27,702,241,20,1,1,false,train
vanslsc01,2013,NL,1B,4,2,69,24,0,0,4,false,train
freemmi01,2021,NL,3B,7,2,83,2,4,0,0,false,train
cowarka01,2018,AL,1B,5,3,72,20,1,0,5,false,train
martijd02,2019,AL,OF,38,37,992,67,4,3,2,false,train
penabr01,2016,NL,1B,1,0,3,2,0,0,0,false,train
urshegi01,2021,AL,3B,96,85,2264,56,175,10,26,false,train
rafaece01,2023,AL,2B,4,1,34,1,2,0,1,false,test
ramiryo01,2022,AL,P,8,0,31,1,2,0,0,false,train
webblo01,2019,NL,P,8,8,119,0,8,0,1,false,train
descada01,2018,NL,OF,5,3,76,5,0,1,0,false,train
weberry01,2019,AL,P,18,3,122,3,9,0,0,false,train
buchtry01,2019,AL,P,64,0,136,3,6,1,0,false,train
joeco01,2021,NL,1B,14,13,304,100,9,2,13,false,train
lutzdo01,2013,NL,OF,18,7,254,27,0,0,0,false,train
chapmar01,2021,AL,P,61,0,169,0,3,3,0,false,train
schumsk01,2014,NL,OF,52,46,1255,71,3,1,1,false,train
mendida01,2020,AL,3B,3,3,81,3,5,0,1,false,train
millebr02,2013,AL,3B,3,0,24,0,1,0,0,false,train
duensbr01,2015,AL,P,55,0,146,1,13,1,1,false,train
mcallza01,2015,AL,P,61,1,207,2,3,2,0,false,train
edmanto01,2023,NL,OF,50,43,1065,124,3,0,1,false,test
renfrhu01,2021,AL,OF,142,139,3639,253,16,12,3,false,train
whitety01,2016,AL,2B,2,1,33,1,1,0,0,false,train
blancan01,2015,NL,SS,10,7,195,8,23,1,4,false,train
kratzer01,2015,AL,C,4,1,36,12,1,0,0,false,train
devench02,2016,AL,P,48,5,325,5,10,0,2,false,train
dejonpa01,2023,AL,SS,13,12,324,13,25,0,5,false,test
torrero01,2017,AL,2B,54,43,1214,90,105,2,19,false,train
canhama01,2018,AL,OF,108,89,2463,201,1,0,0,false,train
perkica01,2017,NL,OF,28,16,493,37,0,0,0,false,train
maytr01,2022,NL,P,26,0,75,2,1,0,0,false,train
josepca01,2014,AL,C,78,77,2018,539,42,4,4,false,train
riverfe01,2018,NL,P,70,0,210,2,5,1,0,false,train
emanuke01,2021,AL,P,10,0,53,3,1,0,1,false,train
housetj01,2014,AL,P,19,18,306,4,14,2,1,false,train
bricejo01,2018,AL,1B,2,0,6,1,0,0,0,false,train
perezhe01,2018,NL,2B,51,25,692,38,63,2,17,false,train
stephja01,2018,NL,P,29,0,115,4,7,0,1,false,train
espinda01,2014,NL,2B,89,77,2131,157,231,4,58,false,train
gonzama01,2018,AL,2B,32,19,550,33,45,1,9,false,train
guzmaro01,2018,AL,1B,117,105,2819,909,54,6,102,false,train
riddljt01,2020,NL,3B,11,10,264,7,16,3,2,false,train
rodriju01,2022,AL,OF,130,130,3380,357,3,6,0,false,train
neverdo01,2019,NL,P,10,0,28,1,1,0,0,false,train
pivetni01,2020,NL,P,3,0,17,0,0,0,0,false,train
alcanar01,2015,NL,3B,2,1,30,1,1,0,0,false,train
wellsve01,2013,AL,1B,1,1,24,6,0,0,0,false,train
weigepa01,2021,NL,P,3,0,12,0,1,0,0,false,train
whitlch01,2017,AL,P,41,0,172,4,4,0,0,false,train
moorety01,2017,NL,OF,13,4,139,3,0,0,0,false,train
kahnlto01,2023,AL,P,42,0,122,6,1,1,0,false,test
rominan01,2015,AL,3B,59,9,441,14,35,2,1,false,train
rengilu01,2020,AL,SS,1,0,12,0,1,1,0,false,train
valaipa01,2017,NL,3B,19,5,250,10,15,1,3,false,train
simmoan01,2022,NL,2B,18,11,318,16,20,0,5,false,train
holloga01,2023,NL,P,26,0,101,0,3,0,1,false,test
sierrmo01,2018,NL,OF,17,11,316,16,0,0,0,false,train
borucry01,2023,NL,P,38,2,121,0,5,1,0,false,test
blackch02,2016,NL,OF,138,135,3549,293,4,3,0,false,train
nottija01,2021,NL,C,3,3,75,22,2,0,0,false,train
sogarer01,2018,NL,OF,1,0,6,0,0,1,0,false,train
pindech01,2022,AL,P,1,0,3,0,0,0,0,false,train
pegueel01,2021,AL,P,3,0,7,0,0,0,0,false,train
festama01,2019,AL,P,20,0,67,1,3,0,0,false,train
lucrojo01,2020,AL,C,1,0,6,2,0,0,0,false,train
plesaza01,2023,AL,P,5,5,64,1,8,0,0,false,test
pazosja01,2017,AL,P,59,0,161,4,6,0,1,false,train
rayro02,2019,NL,P,33,33,523,7,21,2,2,false,train
kellyty01,2017,NL,2B,14,10,285,15,23,0,5,false,train
boxbebr01,2022,NL,P,70,0,192,3,2,1,0,false,train
reynoma01,2014,NL,OF,3,1,36,1,0,0,0,false,train
mcneije01,2018,NL,3B,4,1,48,2,5,1,2,false,train
okeych01,2023,AL,C,2,1,24,6,1,1,0,false,test
foltymi01,2014,AL,P,16,0,56,2,0,0,0,false,train
goodrni01,2021,AL,2B,9,8,206,8,21,0,5,false,train
negrokr01,2019,NL,SS,4,1,45,2,5,0,3,false,train
gomezhe01,2015,NL,3B,12,4,141,5,8,1,0,false,train
dejonch01,2023,NL,P,6,0,34,2,0,0,0,false,test
petrija01,2019,NL,P,6,0,24,2,0,0,0,false,train
maybejo02,2014,NL,1B,17,7,218,66,5,1,2,false,train
goforda01,2015,NL,P,20,0,74,1,5,0,0,false,train
suarejo01,2020,AL,P,2,2,7,0,1,1,0,false,train
contrro01,2021,NL,P,1,1,9,0,0,0,0,false,train
pireljo01,2017,NL,1B,5,3,90,29,0,1,6,false,train
pareden01,2020,AL,P,22,0,62,1,2,0,0,false,train
saladty01,2018,NL,3B,1,1,24,1,2,0,0,false,train
heltoto01,2013,NL,1B,110,104,2731,941,92,2,96,false,train
alforan01,2021,NL,OF,39,34,907,63,1,1,0,false,train
cishest01,2019,NL,P,70,0,192,4,8,1,1,false,train
verhadr01,2014,AL,P,1,1,15,0,0,0,0,false,train
friasca01,2015,NL,P,17,13,233,16,10,0,0,false,train
ellisaj01,2016,NL,C,57,50,1351,447,33,1,3,false,train
nieuwki01,2014,NL,OF,35,22,652,47,5,1,0,false,train
youngde03,2013,NL,OF,64,64,1507,115,4,5,2,false,train
millebr02,2017,AL,2B,98,87,2369,133,213,11,58,false,train
weberry01,2016,NL,P,16,2,109,3,4,0,0,false,train
maybica01,2013,NL,OF,14,14,361,33,0,0,0,false,train
herreod01,2017,NL,OF,133,128,3432,323,6,2,3,false,train
diekmja01,2018,AL,P,47,0,117,0,5,1,0,false,train
dunnmi01,2014,NL,P,75,0,171,2,6,1,0,false,train
haaseer01,2019,AL,C,8,2,78,27,2,0,0,false,train
downsje01,2022,AL,3B,6,3,96,4,9,1,2,false,train
lametdi01,2017,NL,P,21,21,343,2,10,1,0,false,train
perezju01,2013,AL,P,19,0,95,3,5,0,0,false,train
russead02,2019,NL,2B,63,39,1145,77,133,1,28,false,train
colomal01,2014,AL,P,5,3,71,0,2,0,0,false,train
adriaeh01,2017,AL,1B,4,1,36,13,1,0,1,false,train
plaweke01,2015,NL,C,70,66,1808,558,36,1,1,false,train
gonzama01,2022,AL,P,1,0,1,0,1,0,0,false,train
wallsta01,2022,AL,3B,25,20,499,17,40,2,5,false,train
mazarno01,2019,AL,OF,101,100,2635,192,4,1,0,false,train
guerrja01,2013,NL,P,9,0,32,1,2,1,0,false,train
bauertr01,2015,AL,P,31,30,528,12,13,1,3,false,train
mcguich01,2013,AL,1B,10,9,246,77,6,0,5,false,train
garcija03,2015,AL,P,21,0,89,3,1,1,0,false,train
abreujo02,2023,AL,1B,134,134,3552,1017,67,5,106,false,test
gonsoto01,2022,NL,P,24,24,391,9,10,0,0,false,train
stubbdr01,2013,AL,OF,142,124,3372,258,6,6,1,false,train
nieuwki01,2015,AL,OF,10,6,180,17,0,0,0,false,train
ludwiry01,2013,NL,OF,32,32,751,39,0,0,0,false,train
adriaeh01,2021,NL,OF,20,16,461,28,1,0,0,false,train
grandcu01,2014,NL,OF,151,149,3985,305,8,2,1,false,train
buterdr01,2016,AL,1B,2,0,6,2,0,0,0,false,train
shawtr01,2019,NL,3B,71,56,1539,27,116,3,9,false,train
mcraeal01,2018,NL,P,2,0,19,0,2,0,0,false,train
correca01,2016,AL,SS,153,152,4067,202,426,14,81,false,train
nollja01,2019,NL,1B,2,1,27,5,0,1,0,false,train
